incident_id,date,time,year,month,hour,day_of_week,area,locality,street_name,zone,location_type,latitude,longitude,incident_type,incident_sub_type,severity,status,department,response_time_minutes,people_involved,victim_count,injuries,damage_cost,report_source,lighting_condition,cctv_available,premises_status,weather_condition,offender_captured
1474,2025-01-22,16:05:00,2025,1,16,Tuesday,Jubilee Hills,Metro Road,Central,Central,Residential,17.442876,78.456505,Public Complaint,Flood,Low,Open,GHMC,44,44,6,4,97856,Family,No Streetlights,Yes,Open,Clear,Yes
1475,2025-02-02,07:20:00,2025,2,7,Sunday,Miyapur,Industrial Road,West,North,Industrial Area,17.509691,78.378943,Medical Emergency,Fire Alert,Critical,Resolved,Ambulance,41,45,13,6,178804,Anonymous,Dim,Yes,Open,Cloudy,No
1476,2025-02-13,20:35:00,2025,2,20,Saturday,Uppal,Market Road,East,East,Commercial,17.418685,78.560713,Fire,Noise Complaint,Critical,Open,Fire Department,33,34,12,2,5958,Family,Well-lit,Yes,Open,Fog,Yes
1477,2025-02-24,11:50:00,2025,2,11,Sunday,Charminar,Old City Lane,South,South,Residential,17.347703,78.460254,Public Complaint,Car Accident,High,In Progress,GHMC,45,39,20,5,42261,Anonymous,Dim,No,Open,Heavy Rain,No
1478,2025-03-07,03:05:00,2025,3,3,Thursday,Kukatpally,School Street,North,Central,School,17.479699,78.405619,Crime,Fire Alert,Low,Open,Police,39,26,9,8,103729,Police,No Streetlights,Yes,Open,Heavy Rain,Yes
1479,2025-03-18,16:20:00,2025,3,16,Monday,Ameerpet,Hospital Road,Central,Central,Hospital,17.441336,78.437947,Medical Emergency,Fire Alert,Critical,In Progress,Ambulance,30,32,10,3,86990,Citizen,Dim,No,Open,Hot,No
1480,2025-03-29,09:35:00,2025,3,9,Monday,LB Nagar,Metro Road,East,East,Commercial,17.337888,78.545215,Disaster,Heart Attack,High,Resolved,Disaster Management,10,42,12,11,113787,Anonymous,Dim,No,Open,Rain,Yes
1481,2025-04-09,22:50:00,2025,4,22,Sunday,Nampally,Main Road,Central,Central,Residential,17.385604,78.476386,Medical Emergency,Theft,High,Resolved,Ambulance,16,42,6,4,56307,Anonymous,Well-lit,No,Open,Clear,No
1482,2025-04-20,12:05:00,2025,4,12,Monday,Tolichowki,Residential Area,South,South,Commercial,17.391515,78.438316,Disaster,Car Accident,Low,Resolved,Disaster Management,6,17,7,2,93732,Family,Dim,No,Open,Cloudy,No
1483,2025-05-01,03:20:00,2025,5,3,Thursday,Hitech City,IT Park Road,West,West,Public Park,17.444685,78.369189,Public Complaint,Theft,Critical,Resolved,GHMC,51,6,3,2,109065,Anonymous,Daylight,No,Open,Clear,Yes
1484,2025-05-12,16:35:00,2025,5,16,Saturday,Medchal,Highway Road,North,North,Commercial,17.56514,78.474049,Accident,Noise Complaint,Medium,In Progress,Traffic Police,54,32,5,4,167987,Neighbor,Daylight,Yes,Open,Hot,Yes
1485,2025-05-23,09:50:00,2025,5,9,Monday,Begumpet,Metro Road,North,Central,Commercial,17.456601,78.464514,Public Complaint,Noise Complaint,Low,In Progress,GHMC,51,42,3,3,53487,Neighbor,Dim,No,Open,Fog,No
1486,2025-06-03,01:05:00,2025,6,1,Monday,Shamshabad,Airport Road,South,South,Commercial,17.326111,78.438402,Crime,Car Accident,Critical,Open,Police,40,42,18,0,145136,Driver,No Streetlights,Yes,Open,Heavy Rain,No
1487,2025-06-14,16:20:00,2025,6,16,Wednesday,Patancheru,Industrial Road,North,North,Industrial Area,17.524265,78.403611,Accident,Heart Attack,Critical,In Progress,Traffic Police,23,9,7,3,180150,Citizen,Well-lit,No,Open,Heavy Rain,No
1488,2025-06-25,07:35:00,2025,6,7,Tuesday,Shadnagar,Village Area,South,South,Village Area,17.296437,78.388229,Public Complaint,Theft,Critical,Resolved,GHMC,57,45,14,10,121880,Driver,Dim,Yes,Open,Cloudy,No
1489,2025-07-06,22:50:00,2025,7,22,Wednesday,Hayathnagar,School Street,East,East,School,17.394215,78.523172,Crime,Noise Complaint,High,Open,Police,10,34,18,12,125462,Driver,Well-lit,Yes,Open,Cloudy,No
1490,2025-07-17,12:05:00,2025,7,12,Sunday,Chevella,Agricultural Road,South,South,Residential,17.319292,78.427688,Medical Emergency,Heart Attack,Medium,Resolved,Ambulance,38,31,13,5,66035,Police,Well-lit,Yes,Open,Fog,No
1491,2025-07-28,03:20:00,2025,7,3,Tuesday,Madhapur,Road No 36,West,West,Residential,17.441166,78.400245,Disaster,Car Accident,Critical,Open,Disaster Management,59,36,12,5,53230,Neighbor,Daylight,No,Open,Hot,No
1492,2025-08-08,18:35:00,2025,8,18,Wednesday,Gachibowli,Lake View Road,West,West,Residential,17.425866,78.351627,Accident,Car Accident,Critical,In Progress,Traffic Police,18,7,0,0,122062,Police,Daylight,No,Open,Heavy Rain,Yes
1493,2025-08-19,09:50:00,2025,8,9,Wednesday,Secunderabad,Railway Station Road,North,North,Residential,17.448415,78.493294,Medical Emergency,Theft,Medium,In Progress,Ambulance,27,36,1,1,105564,Neighbor,Well-lit,No,Open,Fog,No
1494,2025-08-30,23:05:00,2025,8,23,Saturday,Banjara Hills,Road No 12,Central,Central,Commercial,17.419289,78.48716,Disaster,Fire Alert,High,In Progress,Disaster Management,59,13,3,2,147227,Family,Well-lit,Yes,Open,Cloudy,Yes
1495,2025-09-10,12:20:00,2025,9,12,Sunday,Jubilee Hills,Metro Road,Central,Central,Commercial,17.423308,78.469899,Disaster,Car Accident,High,Resolved,Disaster Management,26,50,0,0,131704,Citizen,Well-lit,No,Open,Rain,Yes
1496,2025-09-21,03:35:00,2025,9,3,Friday,Miyapur,Industrial Road,West,North,Industrial Area,17.499365,78.393302,Crime,Theft,Low,Open,Police,40,29,0,0,188278,Driver,Daylight,Yes,Open,Fog,No
1497,2025-10-02,16:50:00,2025,10,16,Sunday,Uppal,Market Road,East,East,Commercial,17.412754,78.557746,Medical Emergency,Theft,High,Open,Ambulance,52,26,3,1,61312,Anonymous,Dim,No,Open,Rain,No
1498,2025-10-13,08:05:00,2025,10,8,Tuesday,Charminar,Old City Lane,South,South,Residential,17.352843,78.47543,Disaster,Flood,Low,In Progress,Disaster Management,6,1,0,0,89593,Anonymous,Daylight,Yes,Open,Hot,No
1499,2025-10-24,21:20:00,2025,10,21,Wednesday,Kukatpally,School Street,North,Central,School,17.482115,78.419432,Medical Emergency,Flood,Low,Resolved,Ambulance,41,40,3,2,37706,Driver,Daylight,Yes,Open,Heavy Rain,Yes
1500,2025-11-04,10:35:00,2025,11,10,Sunday,Ameerpet,Hospital Road,Central,Central,Hospital,17.430883,78.439606,Fire,Fire Alert,Critical,Open,Fire Department,16,18,16,4,170720,Driver,Dim,Yes,Open,Heavy Rain,Yes
1501,2025-11-15,01:50:00,2025,11,1,Saturday,LB Nagar,Metro Road,East,East,Residential,17.347988,78.554155,Fire,Flood,High,In Progress,Fire Department,18,46,18,5,64818,Citizen,No Streetlights,Yes,Open,Fog,No
1502,2025-11-26,16:05:00,2025,11,16,Wednesday,Nampally,Main Road,Central,Central,Residential,17.387796,78.478982,Public Complaint,Noise Complaint,Medium,Open,GHMC,53,13,0,0,158160,Citizen,Well-lit,No,Open,Fog,No
1503,2025-12-07,07:20:00,2025,12,7,Thursday,Tolichowki,Residential Area,South,South,Residential,17.387894,78.421799,Medical Emergency,Flood,Medium,Open,Ambulance,55,1,0,0,60614,Family,Well-lit,No,Open,Rain,No
1504,2025-12-18,20:35:00,2025,12,20,Friday,Hitech City,IT Park Road,West,West,Public Park,17.459207,78.371765,Fire,Theft,Low,In Progress,Fire Department,12,15,12,8,176443,Police,Daylight,No,Open,Fog,Yes
2131,2025-12-31,04:20:00,2025,12,4,Sunday,Sunday,LB Nagar,Metro Road,Central,Commercial,17.41065,78.449618,Disaster,Noise Complaint,High,Resolved,Disaster Management,7,37,3,2,137642,Driver,No Streetlights,Yes,Open,Clear,Yes
2507,2025-12-31,04:20:00,2025,12,4,Tuesday,Friday,Kukatpally,School Street,Central,School,17.424555,78.451355,Disaster,Car Accident,Medium,Open,Disaster Management,54,44,4,2,84919,Police,No Streetlights,No,Open,Cloudy,No
2508,2025-12-31,19:35:00,2025,12,19,Thursday,Saturday,Ameerpet,Hospital Road,Central,Hospital,17.439675,78.459507,Public Complaint,Heart Attack,Medium,Resolved,GHMC,23,19,13,11,199265,Driver,Well-lit,Yes,Open,Cloudy,No
2509,2025-12-31,10:50:00,2025,12,10,Saturday,Sunday,LB Nagar,Metro Road,Central,Commercial,17.410987,78.445958,Accident,Heart Attack,Low,Resolved,Traffic Police,50,40,7,5,45607,Neighbor,No Streetlights,No,Open,Heavy Rain,Yes
2510,2025-12-31,01:05:00,2025,12,1,Saturday,Monday,Nampally,Main Road,Central,Commercial,17.428876,78.45421,Disaster,Flood,Critical,Resolved,Disaster Management,30,14,14,3,10033,Driver,Well-lit,No,Open,Heavy Rain,Yes
2511,2025-12-31,16:20:00,2025,12,16,Friday,Tuesday,Tolichowki,Residential Area,Central,Commercial,17.423176,78.456437,Fire,Fire Alert,Low,Open,Fire Department,36,49,19,5,92998,Anonymous,Well-lit,No,Open,Hot,Yes
2512,2025-12-31,07:35:00,2025,12,7,Sunday,Wednesday,Hitech City,IT Park Road,Central,Public Park,17.419016,78.442382,Fire,Heart Attack,Low,Resolved,Fire Department,6,27,7,6,183318,Neighbor,Daylight,Yes,Open,Heavy Rain,No
2513,2025-12-31,22:50:00,2025,12,22,Saturday,Thursday,Medchal,Highway Road,Central,Highway,17.422688,78.458712,Public Complaint,Heart Attack,Critical,In Progress,GHMC,21,50,17,14,141289,Anonymous,Dim,No,Open,Clear,Yes
2514,2025-12-31,13:05:00,2025,12,13,Wednesday,Friday,Begumpet,Metro Road,Central,Commercial,17.425505,78.449849,Fire,Heart Attack,Critical,In Progress,Fire Department,43,21,16,11,149777,Police,Dim,Yes,Open,Cloudy,No
2515,2025-12-31,04:20:00,2025,12,4,Sunday,Saturday,Shamshabad,Airport Road,Central,Commercial,17.438143,78.435679,Accident,Heart Attack,Low,Open,Traffic Police,14,33,19,10,189265,Police,Well-lit,No,Open,Clear,No
2516,2025-12-31,19:35:00,2025,12,19,Monday,Sunday,Patancheru,Industrial Road,Central,Industrial Area,17.420851,78.460375,Public Complaint,Car Accident,Medium,Resolved,GHMC,58,50,19,9,181633,Driver,Dim,No,Open,Hot,Yes
2517,2025-12-31,10:50:00,2025,12,10,Wednesday,Monday,Shadnagar,Village Area,Central,Commercial,17.434582,78.437959,Accident,Noise Complaint,Critical,Resolved,Traffic Police,22,8,4,4,10482,Anonymous,Dim,Yes,Open,Hot,No
2518,2025-12-31,01:05:00,2025,12,1,Saturday,Tuesday,Hayathnagar,School Street,Central,School,17.424445,78.458163,Public Complaint,Flood,Low,Resolved,GHMC,35,4,4,0,130110,Neighbor,Well-lit,No,Open,Fog,No
2519,2025-12-31,16:20:00,2025,12,16,Thursday,Wednesday,Chevella,Agricultural Road,Central,Residential,17.432455,78.44738,Public Complaint,Theft,Low,In Progress,GHMC,29,49,20,16,98765,Police,Well-lit,Yes,Open,Heavy Rain,No
2520,2025-12-31,07:35:00,2025,12,7,Saturday,Thursday,Madhapur,Road No 36,Central,Residential,17.435106,78.435061,Accident,Heart Attack,Medium,In Progress,Traffic Police,34,47,0,0,141382,Neighbor,Dim,Yes,Open,Cloudy,Yes
2521,2025-12-31,22:50:00,2025,12,22,Friday,Friday,Gachibowli,Lake View Road,Central,Commercial,17.416207,78.458354,Disaster,Flood,Medium,In Progress,Disaster Management,19,50,7,0,15265,Driver,No Streetlights,Yes,Open,Cloudy,No
2522,2025-12-31,13:05:00,2025,12,13,Monday,Saturday,Secunderabad,Railway Station Road,Central,Commercial,17.421515,78.441624,Medical Emergency,Theft,Medium,In Progress,Ambulance,47,31,3,2,27193,Police,Well-lit,Yes,Open,Heavy Rain,No
2523,2025-12-31,04:20:00,2025,12,4,Tuesday,Sunday,Banjara Hills,Road No 12,Central,Commercial,17.428067,78.432348,Accident,Flood,Medium,Resolved,Traffic Police,60,50,2,0,198452,Police,No Streetlights,No,Open,Heavy Rain,No
2524,2025-12-31,19:35:00,2025,12,19,Tuesday,Monday,Jubilee Hills,Metro Road,Central,Commercial,17.426563,78.440388,Medical Emergency,Car Accident,Critical,In Progress,Ambulance,51,48,0,0,11006,Driver,Daylight,No,Open,Cloudy,Yes
2525,2025-12-31,10:50:00,2025,12,10,Tuesday,Tuesday,Miyapur,Industrial Road,Central,Industrial Area,17.422411,78.434721,Fire,Theft,Low,Resolved,Fire Department,49,45,20,18,186386,Police,Well-lit,No,Open,Fog,No
2526,2025-12-31,01:05:00,2025,12,1,Monday,Wednesday,Uppal,Market Road,Central,Residential,17.426504,78.431416,Accident,Heart Attack,Medium,Open,Traffic Police,16,50,19,12,100129,Family,Daylight,No,Open,Clear,Yes
2527,2025-12-31,16:20:00,2025,12,16,Sunday,Thursday,Charminar,Old City Lane,Central,Commercial,17.429455,78.451117,Fire,Car Accident,High,In Progress,Fire Department,48,44,0,0,23609,Anonymous,Well-lit,No,Open,Fog,Yes
2528,2025-12-31,07:35:00,2025,12,7,Wednesday,Friday,Kukatpally,School Street,Central,School,17.436851,78.435287,Disaster,Fire Alert,Medium,Resolved,Disaster Management,52,11,5,0,140995,Police,Dim,No,Open,Hot,No
2529,2025-12-31,22:50:00,2025,12,22,Tuesday,Saturday,Ameerpet,Hospital Road,Central,Hospital,17.420365,78.451566,Fire,Flood,High,In Progress,Fire Department,35,14,0,0,197184,Neighbor,No Streetlights,No,Open,Clear,Yes
2530,2025-12-31,13:05:00,2025,12,13,Saturday,Sunday,LB Nagar,Metro Road,Central,Commercial,17.420499,78.454025,Disaster,Flood,Critical,In Progress,Disaster Management,21,8,4,2,18541,Neighbor,No Streetlights,Yes,Open,Hot,No
2531,2025-12-31,04:20:00,2025,12,4,Sunday,Monday,Nampally,Main Road,Central,Commercial,17.417793,78.448394,Crime,Heart Attack,High,Open,Police,11,39,4,4,42619,Citizen,Well-lit,No,Open,Heavy Rain,Yes
2532,2025-12-31,19:35:00,2025,12,19,Sunday,Tuesday,Tolichowki,Residential Area,Central,Residential,17.425287,78.444013,Accident,Heart Attack,High,Resolved,Traffic Police,5,35,0,0,56321,Police,Daylight,No,Open,Heavy Rain,No
2533,2025-12-31,10:50:00,2025,12,10,Monday,Wednesday,Hitech City,IT Park Road,Central,Public Park,17.415667,78.439429,Public Complaint,Car Accident,Low,Open,GHMC,37,10,1,0,14446,Driver,Dim,Yes,Open,Fog,Yes
2534,2025-12-31,01:05:00,2025,12,1,Wednesday,Thursday,Medchal,Highway Road,Central,Highway,17.438146,78.445437,Public Complaint,Car Accident,Medium,Open,GHMC,8,42,17,16,181400,Neighbor,Daylight,Yes,Open,Heavy Rain,No
2535,2025-12-31,16:20:00,2025,12,16,Friday,Friday,Begumpet,Metro Road,Central,Residential,17.414338,78.436598,Disaster,Fire Alert,High,Open,Disaster Management,12,42,1,1,194666,Family,Dim,No,Open,Hot,Yes
2536,2025-12-31,07:35:00,2025,12,7,Thursday,Saturday,Shamshabad,Airport Road,Central,Residential,17.434939,78.439005,Accident,Theft,Medium,Resolved,Traffic Police,17,26,9,0,64910,Police,Dim,Yes,Open,Clear,No
2537,2025-12-31,22:50:00,2025,12,22,Sunday,Sunday,Patancheru,Industrial Road,Central,Industrial Area,17.42165,78.4591,Fire,Car Accident,Medium,In Progress,Fire Department,5,46,9,7,77526,Neighbor,No Streetlights,Yes,Open,Clear,No
2538,2025-12-31,13:05:00,2025,12,13,Sunday,Monday,Shadnagar,Village Area,Central,Residential,17.429624,78.440814,Medical Emergency,Noise Complaint,Medium,Resolved,Ambulance,26,4,3,1,137639,Driver,No Streetlights,Yes,Open,Fog,Yes
2539,2025-12-31,04:20:00,2025,12,4,Sunday,Tuesday,Hayathnagar,School Street,Central,School,17.418628,78.458317,Disaster,Car Accident,Low,Resolved,Disaster Management,6,4,0,0,154623,Police,Well-lit,No,Open,Heavy Rain,Yes
2540,2025-12-31,19:35:00,2025,12,19,Thursday,Wednesday,Chevella,Agricultural Road,Central,Residential,17.418915,78.453969,Crime,Theft,Critical,Resolved,Police,60,3,3,1,38293,Driver,No Streetlights,Yes,Open,Cloudy,Yes
2541,2025-12-31,10:50:00,2025,12,10,Saturday,Thursday,Madhapur,Road No 36,Central,Commercial,17.428719,78.440262,Disaster,Noise Complaint,Critical,In Progress,Disaster Management,15,29,7,4,153244,Police,Dim,Yes,Open,Fog,No
2542,2025-12-31,01:05:00,2025,12,1,Saturday,Friday,Gachibowli,Lake View Road,Central,Residential,17.438534,78.451444,Disaster,Fire Alert,Low,Resolved,Disaster Management,15,5,3,1,72868,Anonymous,No Streetlights,Yes,Open,Rain,No
2543,2025-12-31,16:20:00,2025,12,16,Wednesday,Saturday,Secunderabad,Railway Station Road,Central,Residential,17.420125,78.455072,Medical Emergency,Theft,High,In Progress,Ambulance,17,47,14,3,84944,Anonymous,Dim,Yes,Open,Fog,No
2544,2025-12-31,07:35:00,2025,12,7,Tuesday,Sunday,Banjara Hills,Road No 12,Central,Commercial,17.41781,78.443237,Medical Emergency,Car Accident,High,Open,Ambulance,43,50,0,0,6669,Anonymous,Dim,No,Open,Rain,No
2545,2025-12-31,22:50:00,2025,12,22,Thursday,Monday,Jubilee Hills,Metro Road,Central,Residential,17.427858,78.439563,Fire,Flood,High,Resolved,Fire Department,23,34,13,1,4110,Driver,Daylight,No,Open,Heavy Rain,Yes
2546,2025-12-31,13:05:00,2025,12,13,Tuesday,Tuesday,Miyapur,Industrial Road,Central,Industrial Area,17.424212,78.431044,Accident,Noise Complaint,Low,In Progress,Traffic Police,35,13,12,1,15674,Anonymous,Dim,Yes,Open,Rain,No
2547,2025-12-31,04:20:00,2025,12,4,Friday,Wednesday,Uppal,Market Road,Central,Residential,17.428906,78.441547,Accident,Flood,Medium,Resolved,Traffic Police,52,32,11,10,121053,Police,Daylight,No,Open,Hot,No
2548,2025-12-31,19:35:00,2025,12,19,Saturday,Thursday,Charminar,Old City Lane,Central,Commercial,17.435289,78.440318,Medical Emergency,Fire Alert,Medium,Resolved,Ambulance,58,29,12,4,183265,Driver,Daylight,No,Open,Hot,No
2549,2025-12-31,10:50:00,2025,12,10,Monday,Friday,Kukatpally,School Street,Central,School,17.433172,78.431505,Disaster,Flood,Medium,Resolved,Disaster Management,18,29,9,1,100100,Anonymous,Dim,Yes,Open,Clear,No
2550,2025-12-31,01:05:00,2025,12,1,Saturday,Saturday,Ameerpet,Hospital Road,Central,Hospital,17.41779,78.449045,Crime,Theft,Critical,Resolved,Police,51,19,19,9,9898,Driver,Daylight,No,Open,Cloudy,Yes
2551,2025-12-31,16:20:00,2025,12,16,Wednesday,Sunday,LB Nagar,Metro Road,Central,Residential,17.412557,78.436638,Fire,Theft,High,Resolved,Fire Department,18,36,20,17,80241,Police,Well-lit,No,Open,Clear,No
2552,2025-12-31,07:35:00,2025,12,7,Thursday,Monday,Nampally,Main Road,Central,Commercial,17.417509,78.455581,Accident,Car Accident,Medium,Open,Traffic Police,44,11,1,0,196737,Neighbor,Well-lit,No,Open,Fog,No
2553,2025-12-31,22:50:00,2025,12,22,Monday,Tuesday,Tolichowki,Residential Area,Central,Commercial,17.436176,78.460362,Fire,Heart Attack,High,Resolved,Fire Department,39,1,0,0,13845,Neighbor,Well-lit,Yes,Open,Hot,Yes
2554,2025-12-31,13:05:00,2025,12,13,Monday,Wednesday,Hitech City,IT Park Road,Central,Public Park,17.41607,78.433891,Crime,Heart Attack,Critical,Resolved,Police,30,20,17,8,27983,Police,No Streetlights,Yes,Open,Heavy Rain,Yes
2555,2025-12-31,04:20:00,2025,12,4,Saturday,Thursday,Medchal,Highway Road,Central,Highway,17.418419,78.459581,Medical Emergency,Heart Attack,Critical,Open,Ambulance,17,34,9,2,47269,Citizen,No Streetlights,Yes,Open,Fog,No
2556,2025-12-31,19:35:00,2025,12,19,Friday,Friday,Begumpet,Metro Road,Central,Commercial,17.413114,78.440437,Disaster,Fire Alert,Low,In Progress,Disaster Management,36,19,11,9,126041,Family,Dim,Yes,Open,Fog,No
2557,2025-12-31,10:50:00,2025,12,10,Saturday,Saturday,Shamshabad,Airport Road,Central,Commercial,17.417436,78.441143,Disaster,Flood,Low,Open,Disaster Management,53,50,10,3,139819,Family,Dim,No,Open,Rain,No
2558,2025-12-31,01:05:00,2025,12,1,Thursday,Sunday,Patancheru,Industrial Road,Central,Industrial Area,17.421547,78.446327,Accident,Car Accident,Critical,Open,Traffic Police,54,4,4,4,27033,Anonymous,Daylight,No,Open,Hot,No
2559,2025-12-31,16:20:00,2025,12,16,Saturday,Monday,Shadnagar,Village Area,Central,Residential,17.420802,78.445478,Fire,Fire Alert,Medium,In Progress,Fire Department,19,15,14,9,128771,Driver,No Streetlights,No,Open,Hot,No
2560,2025-12-31,07:35:00,2025,12,7,Tuesday,Tuesday,Hayathnagar,School Street,Central,School,17.436002,78.448161,Accident,Flood,High,Resolved,Traffic Police,14,8,4,0,70909,Neighbor,No Streetlights,Yes,Open,Clear,No
2561,2025-12-31,22:50:00,2025,12,22,Sunday,Wednesday,Chevella,Agricultural Road,Central,Residential,17.427227,78.44072,Accident,Fire Alert,Critical,Resolved,Traffic Police,21,32,16,7,32897,Citizen,Daylight,Yes,Open,Cloudy,No
2562,2025-12-31,13:05:00,2025,12,13,Thursday,Thursday,Madhapur,Road No 36,Central,Residential,17.426997,78.433328,Fire,Flood,High,Resolved,Fire Department,5,13,12,3,187066,Neighbor,Daylight,No,Open,Cloudy,Yes
2563,2025-12-31,04:20:00,2025,12,4,Monday,Friday,Gachibowli,Lake View Road,Central,Commercial,17.437197,78.431174,Medical Emergency,Noise Complaint,Low,Open,Ambulance,5,45,10,4,56350,Driver,No Streetlights,No,Open,Cloudy,No
2564,2025-12-31,19:35:00,2025,12,19,Saturday,Saturday,Secunderabad,Railway Station Road,Central,Residential,17.433243,78.453813,Public Complaint,Flood,Critical,Resolved,GHMC,55,21,8,1,21093,Driver,No Streetlights,Yes,Open,Cloudy,No
2565,2025-12-31,10:50:00,2025,12,10,Friday,Sunday,Banjara Hills,Road No 12,Central,Commercial,17.411278,78.438012,Public Complaint,Heart Attack,High,In Progress,GHMC,57,42,19,6,45123,Citizen,Dim,Yes,Open,Hot,Yes
2566,2025-12-31,01:05:00,2025,12,1,Saturday,Monday,Jubilee Hills,Metro Road,Central,Commercial,17.420657,78.436851,Accident,Heart Attack,Medium,Open,Traffic Police,47,45,10,1,167651,Police,No Streetlights,Yes,Open,Rain,No
2567,2025-12-31,16:20:00,2025,12,16,Saturday,Tuesday,Miyapur,Industrial Road,Central,Industrial Area,17.411263,78.451813,Fire,Car Accident,High,Resolved,Fire Department,45,15,0,0,95588,Neighbor,Dim,No,Open,Hot,Yes
2568,2025-12-31,07:35:00,2025,12,7,Saturday,Wednesday,Uppal,Market Road,Central,Residential,17.4312,78.440344,Fire,Noise Complaint,Low,Resolved,Fire Department,29,24,1,0,82044,Neighbor,Daylight,No,Open,Clear,No
2569,2025-12-31,22:50:00,2025,12,22,Thursday,Thursday,Charminar,Old City Lane,Central,Commercial,17.434706,78.433377,Crime,Fire Alert,Low,Resolved,Police,43,42,17,17,112316,Citizen,No Streetlights,No,Open,Heavy Rain,Yes
2570,2025-12-31,13:05:00,2025,12,13,Friday,Friday,Kukatpally,School Street,Central,School,17.415666,78.455664,Accident,Fire Alert,Critical,Open,Traffic Police,56,20,11,6,193396,Driver,Dim,Yes,Open,Cloudy,No
2571,2025-12-31,04:20:00,2025,12,4,Thursday,Saturday,Ameerpet,Hospital Road,Central,Hospital,17.426162,78.458774,Medical Emergency,Heart Attack,High,Resolved,Ambulance,40,35,3,3,77553,Police,Well-lit,No,Open,Rain,Yes
2572,2025-12-31,19:35:00,2025,12,19,Tuesday,Sunday,LB Nagar,Metro Road,Central,Residential,17.417644,78.43938,Public Complaint,Car Accident,Medium,In Progress,GHMC,53,25,14,3,36283,Neighbor,No Streetlights,Yes,Open,Heavy Rain,No
2573,2025-12-31,10:50:00,2025,12,10,Tuesday,Monday,Nampally,Main Road,Central,Residential,17.439545,78.457811,Public Complaint,Flood,Low,Open,GHMC,21,26,3,3,56032,Police,No Streetlights,Yes,Open,Clear,No
2574,2025-12-31,01:05:00,2025,12,1,Monday,Tuesday,Tolichowki,Residential Area,Central,Commercial,17.422345,78.44534,Crime,Heart Attack,Critical,In Progress,Police,14,46,13,0,110034,Anonymous,No Streetlights,No,Open,Hot,Yes
2575,2025-12-31,16:20:00,2025,12,16,Thursday,Wednesday,Hitech City,IT Park Road,Central,Public Park,17.420585,78.442385,Public Complaint,Theft,Medium,Resolved,GHMC,36,9,1,1,100035,Police,Dim,No,Open,Hot,No
2576,2025-12-31,07:35:00,2025,12,7,Sunday,Thursday,Medchal,Highway Road,Central,Highway,17.420822,78.441178,Disaster,Theft,Critical,Resolved,Disaster Management,41,40,13,2,58387,Anonymous,Well-lit,No,Open,Heavy Rain,No
2577,2025-12-31,22:50:00,2025,12,22,Tuesday,Friday,Begumpet,Metro Road,Central,Commercial,17.438613,78.437242,Public Complaint,Noise Complaint,Critical,Open,GHMC,31,10,5,4,136949,Police,No Streetlights,Yes,Open,Cloudy,No
2578,2025-12-31,13:05:00,2025,12,13,Saturday,Saturday,Shamshabad,Airport Road,Central,Residential,17.435228,78.4403,Fire,Noise Complaint,Critical,Resolved,Fire Department,41,32,17,9,15448,Neighbor,Daylight,Yes,Open,Rain,Yes
2579,2025-12-31,04:20:00,2025,12,4,Monday,Sunday,Patancheru,Industrial Road,Central,Industrial Area,17.419739,78.449367,Fire,Heart Attack,Medium,Resolved,Fire Department,29,7,2,2,187738,Anonymous,Well-lit,No,Open,Heavy Rain,Yes
2580,2025-12-31,19:35:00,2025,12,19,Monday,Monday,Shadnagar,Village Area,Central,Commercial,17.411155,78.444687,Accident,Noise Complaint,High,Resolved,Traffic Police,14,50,17,4,164578,Anonymous,Well-lit,Yes,Open,Fog,No
2581,2025-12-31,10:50:00,2025,12,10,Wednesday,Tuesday,Hayathnagar,School Street,Central,School,17.43609,78.453769,Accident,Flood,Critical,Open,Traffic Police,17,6,1,1,133391,Driver,Well-lit,No,Open,Rain,Yes
2582,2025-12-31,01:05:00,2025,12,1,Wednesday,Wednesday,Chevella,Agricultural Road,Central,Residential,17.419811,78.457189,Accident,Noise Complaint,High,In Progress,Traffic Police,19,40,8,4,67793,Driver,No Streetlights,No,Open,Heavy Rain,No
2583,2025-12-31,16:20:00,2025,12,16,Saturday,Thursday,Madhapur,Road No 36,Central,Residential,17.437242,78.444593,Public Complaint,Noise Complaint,Low,Open,GHMC,41,6,5,3,185276,Driver,No Streetlights,Yes,Open,Rain,No
2584,2025-12-31,07:35:00,2025,12,7,Monday,Friday,Gachibowli,Lake View Road,Central,Commercial,17.42286,78.445016,Fire,Theft,Medium,Open,Fire Department,40,15,7,1,20759,Citizen,Dim,Yes,Open,Clear,No
2585,2025-12-31,22:50:00,2025,12,22,Thursday,Saturday,Secunderabad,Railway Station Road,Central,Residential,17.427512,78.449974,Medical Emergency,Theft,Medium,Open,Ambulance,56,43,8,2,188362,Police,No Streetlights,No,Open,Rain,No
2586,2025-12-31,13:05:00,2025,12,13,Saturday,Sunday,Banjara Hills,Road No 12,Central,Commercial,17.421913,78.437106,Fire,Theft,Medium,Resolved,Fire Department,49,10,4,2,113039,Family,No Streetlights,No,Open,Rain,No
2587,2025-12-31,04:20:00,2025,12,4,Sunday,Monday,Jubilee Hills,Metro Road,Central,Commercial,17.41794,78.434144,Public Complaint,Heart Attack,Medium,Resolved,GHMC,34,34,1,0,38793,Family,No Streetlights,No,Open,Clear,No
